Name,Province,ClimateID,WMOID,TCID,Lat,Lng,Elev,hlyStartYear,hlyEndYear,dlyStartYear,dlyEndYear,mlyStartYear,mlyEndYear
GOLD RIVER TOWNSITE,BC,1033232,,,49.78,-126.06,119,,,1966,2016,1966,2007
GREAT CENTRAL LAKE,BC,1033292,,,49.35,-125.15,502.9,,,1957,1957,,
HENDERSON LAKE,BC,1033455,,,49.13,-125.13,3.7,,,1922,1936,1922,1936
HENDERSON LAKE HATCHERY,BC,1033456,,,49.13,-125.14,2,,,1996,2007,1996,2003
HERBERT INLET,BC,1033460,,,49.4,-125.9,4.6,,,1959,1960,1959,1960
HOLBERG,BC,1033479,,,50.65,-128,2.4,,,1909,1939,1909,1939
HOLBERG,BC,1033480,,,50.65,-128,579,1956,1969,1958,1993,1958,1992
HOLBERG CCR,BC,1033481,71562,WXH,50.63,-128.12,568,1994,2001,2010,2010,,
HOLBERG FIRE DEPT,BC,1033483,,,50.65,-127.98,45.7,,,1967,1991,1967,1991
HOLBERG PUMP HOUSE,BC,1033485,,,50.65,-128,41.8,,,1958,1967,1958,1967
KENNEDY LAKE,BC,1034070,,,49.13,-125.63,10.7,,,1924,1936,1924,1936
KILDONAN,BC,1034170,,,49,-125,3,,,1937,1976,1937,1976
KILDONAN FATTY BASIN,BC,1034175,,,48.98,-125.02,4.6,,,1967,1971,1967,1971
KYUQUOT,BC,1034440,,,50.03,-127.37,3,,,1933,1959,1933,1959
LENNARD ISLAND,BC,1034600,,,49.11,-125.92,10.6,,,1980,2019,1980,2007
LOWRY LAKE,BC,1034725,,,49.43,-125.13,304.8,,,1957,1958,1958,1958
LAWN POINT (AUT),BC,1034NR0,,,50.33,-127.97,3.6,1980,1986,,,,
NITINAT LAKE,BC,1035610,,,48.75,-124.75,7.6,,,1924,1952,1924,1952
NITINAT RIVER HATCHERY,BC,1035612,,,48.86,-124.66,14.9,,,1981,2019,1981,2007
NOOTKA LIGHTSTATION,BC,1035614,,WCV,49.6,-126.62,15.8,1994,2001,1978,2019,1978,2007
PACHENA POINT,BC,1035940,,,48.72,-125.1,37,1953,1958,1924,2019,1924,2007
PORT ALBERNI,BC,1036205,,,49.23,-124.8,59.4,,,1917,1960,1917,1960
PORT ALBERNI A,BC,1036206,,,49.25,-124.83,2.4,1969,1995,1969,1996,1969,1996
PORT ALBERNI CHINA CREEK,BC,1036207,,,49.23,-124.78,70.1,,,1960,1981,1960,1981
PORT ALBERNI COX LAKE,BC,1036208,,,49.2,-124.75,100,,,1987,2019,1987,2007
PORT ALBERNI REDFORD,BC,1036210,,,49.25,-124.8,21.3,,,1959,1971,1959,1971
PORT ALBERNI SHUHUM CREEK,BC,1036218,,,49.3,-124.93,70,,,1987,2000,1987,2000
PORT ALICE,BC,1036240,,,50.39,-127.46,21,,,1924,2015,1924,2007
PORT ALICE TOWNSITE,BC,1036243,,,50.43,-127.48,102,,,1987,1991,1987,1991
QUATSINO,BC,1036570,,,50.53,-127.65,3.42,,,1895,2019,1895,2007
QUATSINO LIGHTSTATION,BC,1036572,,WIF,50.44,-128.03,21,1994,2001,1978,2019,1978,2007
RUMBLE BEACH,BC,1036907,,,50.43,-127.48,106.7,,,1975,1978,1976,1978
PORT ALBERNI (AUT),BC,1036B06,71475,WQC,49.32,-124.93,76.2,1994,2019,1992,2019,2002,2007
SARTINE ISLAND (AUT),BC,1037090,71478,WFG,50.82,-128.91,103.45,1994,2019,1994,2019,2005,2007
SOLANDER ISLAND (AUT),BC,1037553,71479,WRU,50.11,-127.94,94.2,1994,2019,1994,2019,2007,2007
SPRING ISLAND,BC,1037650,,,50,-127.42,11.3,1953,1979,1949,1979,1949,1979
TAHSIS,BC,1037890,,,49.92,-126.65,4.6,,,1952,1988,1952,1988
TAHSIS VILLAGE NORTH,BC,1037899,,,49.93,-126.65,9,,,1989,2019,1989,2007
TOFINO A,BC,1038204,,YAZ,49.08,-125.77,24.4,2014,2019,,,,
TOFINO A,BC,1038205,,YAZ,49.08,-125.77,24.45,1960,2014,1942,2019,1942,2007
TOFINO CATFACE MOUNTAIN,BC,1038206,,,49.27,-125.97,740.7,,,1970,1971,1970,1971
TOFINO VILLAGE,BC,1038207,,,49.15,-125.91,4.6,,,1962,1999,1962,1999
TOFINO A,BC,1038210,,YAZ,49.08,-125.77,24.4,2014,2019,2018,2019,,
TRIANGLE ISLAND,BC,1038240,,,50.87,-129.08,207.3,,,1910,1921,1910,1921
UCLUELET,BC,1038330,,,48.97,-125.53,5.5,,,1914,1948,1914,1948
UCLUELET BRYNNOR MINES,BC,1038331,,,49.05,-125.43,91.4,,,1964,1968,1964,1968
UCLUELET KENNEDY CAMP,BC,1038332,,,48.95,-125.53,40,,,1964,2019,1964,2007
WINTER HARBOUR,BC,1038964,,,50.52,-128.03,4.6,,,1974,1985,1974,1985
ZEBALLOS,BC,1039030,,,49.98,-126.85,7,,,1955,1993,1955,1993
ZEBALLOS MURAUDE CREEK,BC,1039035,,,50.05,-126.78,103,,,2010,2019,,
ZEBALLOS IRON MINES,BC,1039040,,,50.03,-126.82,91.4,,,1963,1968,1963,1968
NITINAT LAKE (AUT),BC,103EFJ0,,WAC,48.67,-124.83,36.4,1994,2001,1992,2001,,
ALTA LAKE,BC,1040390,,,50.15,-122.95,667.5,1953,1976,1950,1976,1950,1976
ALTA LAKE NORTHAIR MINE,BC,1040400,,,50.12,-123.1,1005.8,,,1975,1987,1975,1987
ALTA LAKE 2,BC,1040420,,,50.15,-122.98,640.1,,,1931,1969,1931,1969
ANVIL ISLAND,BC,1040445,,,49.52,-123.3,30.5,,,1956,1963,1956,1963
BOWEN ISLAND,BC,1040908,,,49.35,-123.42,22.9,,,1959,1965,1959,1965
BOWEN ISL ARBUTUS BAY,BC,1040909,,,49.33,-123.38,21,,,1961,1998,1961,1998
BOWEN ISLAND BOWEN BAY,BC,104090R,,,49.36,-123.42,36.6,,,1966,2014,1966,2007
BOWEN ISLAND CATES BAY,BC,1040911,,,49.41,-123.32,27,,,1987,2000,1987,2000
BOWEN ISLAND JOSEPHINE RIDGE,BC,104091A,,,49.37,-123.38,160,,,1992,1996,1992,1996
BOWEN ISLAND SUNSET PARK,BC,104091B,,,49.36,-123.4,185,,,1992,2019,1992,2007
BOWEN ISLAND MILLERS LDG,BC,1040R09,,,49.39,-123.33,91.1,,,1972,2001,1972,2001
BOWEN ISLAND KILLARNEY LAKE,BC,1040R1J,,,49.4,-123.37,50,,,1992,1996,1992,1996
BRITANNIA BEACH FURRY CR,BC,1041050,,,49.58,-123.22,9,,,1913,2000,1913,2000
BUCCANEER BAY,BC,1041100,,,49.48,-123.97,1.5,,,1927,1948,1927,1948
CAPILANO INTAKE,BC,1041380,,,49.4,-123.15,146.3,,,1924,1955,1924,1955
CHEEKYE,BC,1041490,,,49.8,-123.15,48.8,,,1960,1962,1960,1962
CLOWHOM FALLS,BC,1041710,,,49.72,-123.53,22.9,,,1932,1990,1932,1990
DAISY LAKE DAM,BC,1042255,,,49.98,-123.13,381,,,1968,1983,1968,1983
DESERTED BAY,BC,1042470,,,50.1,-123.73,6.1,,,1981,1982,1981,1982
GAMBIER HARBOUR,BC,1043048,,,49.44,-123.43,53.3,,,1962,2003,1962,2003
GARIBALDI,BC,1043060,,,49.98,-123.13,381,,,1921,1980,1921,1980
GIBSONS,BC,1043150,,,49.4,-123.51,62,,,1949,2006,1949,2006
GIBSONS GOWER POINT,BC,1043152,,,49.39,-123.54,34,,,1961,2019,1961,2007
GRIEF POINT,BC,1043304,,WKA,49.8,-124.53,10,1997,2019,2018,2019,,
HALFMOON BAY,BC,1043320,,,49.52,-123.92,10.7,,,1961,1964,1961,1964
HALFMOON BAY MIDDLE PT,BC,1043321,,,49.58,-124,91.4,,,1961,1963,1961,1963
HALFMOON BAY,BC,10433B0,,,49.52,-123.9,61,,,1973,1973,1973,1973
HOLLYBURN,BC,1043504,,,49.32,-123.17,45.7,,,1926,1952,1926,1952
HOPKINS LANDING,BC,1043582,,,49.47,-123.48,7.6,,,1969,1992,1969,1992
JERVIS INLET VANC BAY,BC,1043722,,,49.92,-123.87,2.1,,,1984,1993,1984,1993
LOIS LAKE,BC,1044680,,,49.87,-124.15,167.6,,,1954,1956,1954,1956
LOIS RIVER DAM,BC,1044710,,,49.8,-124.32,157,,,1931,2007,1931,2007
LUND,BC,1044732,,,49.98,-124.77,13.7,,,1960,1975,1960,1975
MALIBU JERVIS INLET,BC,1044840,,,50.17,-123.85,18,,,1974,2012,1974,2007
MERRY ISLAND LIGHTSTATION,BC,1045100,,WMR,49.47,-123.91,7.2,1954,2001,1957,2019,1957,2007
MERRY ISLAND,BC,1045101,71210,WMY,49.47,-123.92,20,1997,1998,1998,1998,,
NELSON ISLAND,BC,1045440,,,49.7,-124.08,15.2,,,1964,1970,1965,1970
PARADISE VALLEY,BC,1045960,,,49.82,-123.15,30.5,,,1973,1975,1974,1975
HOWE SOUND - PAM ROCKS,BC,10459NN,71211,WAS,49.49,-123.3,7.14,1994,2019,1991,2019,1991,2007
PENDER HARBOUR,BC,1046115,,,49.63,-124.03,64,,,1961,2019,1961,2007
PORT MELLON,BC,1046330,,,49.52,-123.48,7.6,,,1942,1989,1942,1989
PORT MELLON,BC,1046332,71605,VOM,49.53,-123.5,125.1,2006,2019,2006,2019,2006,2007
POWELL LAKE,BC,1046360,,,50.1,-124.47,76.2,,,1954,1954,1954,1954
POWELL RIVER,BC,1046390,,,49.88,-124.55,51.8,,,1924,2007,1924,2007
POWELL RIVER A,BC,1046391,,YPW,49.83,-124.5,129.51,1982,2013,1954,2019,1954,2007
POWELL RIVER,BC,1046392,71720,VOP,49.83,-124.5,125,2007,2019,2007,2019,,
POWELL RIVER A,BC,1046395,,YPW,49.83,-124.5,129.5,2013,2019,,,,
POWELL RIVER A,BC,1046396,,YPW,49.83,-124.5,129.5,2013,2019,2018,2019,,
POWELL RIVER GRIEF POINT,BC,1046400,,,49.8,-124.52,31,,,1960,1993,1960,1993
POWELL RIVER WESTVIEW,BC,1046410,,,49.83,-124.52,54.9,,,1960,1986,1960,1986
ROBERTS CREEK,BC,1046791,,,49.4,-123.68,3.7,,,1924,1942,1924,1942
ROBERTS CREEK EAST,BC,1046795,,,49.43,-123.62,143.3,,,1956,1960,1956,1960
SECHELT,BC,1047170,,,49.47,-123.77,22.9,,,1927,1968,1927,1968
SECHELT AUT,BC,1047172,71638,VOU,49.46,-123.72,86.2,2007,2019,2007,2019,,
SECHELT SANDY HOOK,BC,1047176,,,49.53,-123.77,125,,,1987,1987,1987,1987
SECHELT 5WEST,BC,1047179,,,49.47,-123.81,61,,,1989,2005,1989,2005
SQUAMISH,BC,1047660,,,49.7,-123.13,31.1,,,1959,1996,1959,1996
SQUAMISH FMC CHEMICALS,BC,1047662,,,49.68,-123.17,3,,,1968,1983,1969,1983
SQUAMISH ST DAVIDS,BC,1047669,,,49.75,-123,21.3,,,1973,1975,1973,1975
SQUAMISH STP,BC,1047670,,,49.73,-123.15,6.1,,,1981,1996,1981,1996
SQUAMISH STP CENTRAL,BC,1047671,,,49.7,-123.16,3.9,,,1986,2005,1986,2005
SQUAMISH UPPER,BC,1047672,,,49.9,-123.28,46,,,1979,2010,1979,2007
SQUAMISH 10 MILE,BC,1047673,,,49.82,-123.2,30,,,1990,1991,1990,1991
SQUAMISH AIRPORT,BC,10476F0,71207,WSK,49.78,-123.16,53.7,1982,2019,1982,2019,1982,2007
STILLWATER POWER HOUSE,BC,1047770,,,49.77,-124.32,7,,,1931,2007,1931,2007
SQUAMISH GARIBALDI,BC,1047F6B,,,49.73,-123.15,10,,,1975,1996,1975,1996
SQUAMISH AIRPORT,BC,1047FF0,,YSE,49.78,-123.16,52.1,2010,2010,2010,2010,,
TEXADA ISLAND A,BC,1048140,,,49.7,-124.52,96.9,,,1960,1993,1960,1993
TUNNEL CAMP,BC,1048310,,,49.62,-123.13,670.6,,,1924,1974,1924,1974
WEST REDONDA ISLAND,BC,1048816,,,50.25,-124.82,4.9,,,1983,1984,1983,1984
WHISTLER,BC,1048898,,WAE,50.13,-122.95,657.8,1983,2014,1976,2019,1976,2007
WHISTLER A,BC,1048899,,WAE,50.13,-122.95,657.8,2014,2019,,,,
WOODFIBRE,BC,1048974,,,49.58,-123.89,3.5,,,1960,2006,1960,2006
WOODFIBRE HENRIETTA LK,BC,1048975,,,49.68,-123.32,869,,,1978,1980,1978,1980
SQUAMISH ASHLU CREEK,BC,104G660,,,49.95,-123.42,495,,,1984,1984,,
HARDY ISLAND,BC,104LC3N,,,49.73,-124.18,26,,,1987,1993,1987,1993
SQUAMISH PARADISE VALLEY,BC,104PF64,,,49.83,-123.15,61,,,1987,1989,1987,1989
CAPE ST JAMES,BC,1051350,,,51.93,-131.02,92,1953,1992,1925,1998,1925,1998
CAPE ST JAMES,BC,1051351,71107,WZV,51.94,-131.02,87.8,1993,2019,1992,2019,1994,2007
CINOLA MINE SITE,BC,1051630,,,53.5,-132.13,75.9,,,1980,1982,1980,1981
DEAD TREE POINT,BC,1052310,,,53.37,-131.93,14.3,,,1939,1958,1939,1958
EDEN LAKE,BC,1052639,,,53.87,-132.73,42.7,,,1973,1974,1973,1974
HOSKINS ISLET,BC,1053608,,WZK,52.53,-131.55,8,1994,1995,1992,1995,1992,1994
IKEDA BAY,BC,1053645,,,52.28,-131.12,1.5,,,1908,1920,1908,1920
KINDAKUN ROCKS (AUT),BC,1054222,71472,WQS,53.32,-132.77,14.7,1994,2019,1994,2019,2005,2005
LANGARA,BC,1054500,71899,WLA,54.26,-133.06,42.69,1954,2001,1936,2019,1936,2007
LANGARA ISLAND RCS,BC,1054503,71903,WJU,54.26,-133.06,46.9,1994,2019,1992,2019,1992,2007
MASSET AIRPORT,BC,1054920,,ZMT,54.02,-132.12,5.8,2005,2014,1897,2008,1897,2007
MASSET A,BC,1054921,,ZMT,54.03,-132.13,5.8,2014,2019,,,,
MASSET A,BC,1054925,,,54,-132.17,12.8,,,1944,2016,1944,1949
MASSET INDIAN DAY SCHOOL,BC,1054926,,,54.03,-132.18,12.2,,,1965,1966,1965,1966
MASSET A,BC,1054929,,ZMT,54.03,-132.13,5.8,2014,2019,2018,2019,,
MASSET CFS,BC,10549BN,,,54.03,-132.07,12.2,,,1971,1981,1971,1981
MASSET TOW HILL,BC,1054RKF,,,54.03,-131.97,2.1,,,1981,1986,1981,1986
MORESBY ISLAND MITCHELL INLET,BC,10551R8,,,52.93,-132.13,3,,,1991,2007,1991,2007
PALLANT CREEK,BC,1055950,,,53.05,-132.05,20,,,1980,1998,1980,1998
PORT CLEMENTS,BC,1056250,,,53.68,-132.18,16,,,1967,1988,1967,1988
QUEEN CHARLOTTE CITY,BC,1056590,,,53.25,-132.08,12,,,1914,1948,1914,1948
RENNELL SOUND,BC,1056742,,,53.3,-132.42,3,,,1974,1975,1974,1975
ROSE SPIT (AUT),BC,1056869,71477,WRO,54.16,-131.66,6.6,1994,2019,1994,2019,2004,2005
SANDSPIT A,BC,1057050,,YZP,53.25,-131.81,6.4,1953,2005,1945,2017,1945,2007
SANDSPIT AIRPORT AUTO,BC,1057051,71101,VZP,53.25,-131.81,6.5,2012,2019,2013,2019,,
SANDSPIT,BC,1057052,71111,YZP,53.25,-131.81,6.4,2010,2019,2010,2019,,
SANDSPIT AWOS,BC,1057055,,CZP,53.25,-131.81,6.4,1999,2013,2002,2013,2005,2006
SCUDDER POINT,BC,1057133,,WZD,52.45,-131.23,5,1994,1997,1992,2009,1992,1996
SEWELL INLET,BC,1057192,,,52.88,-131.98,15,,,1973,1990,1973,1990
TASU SOUND,BC,1058003,,,52.77,-132.05,15.2,,,1963,1984,1963,1984
TLELL,BC,1058190,,,53.5,-131.95,4.6,,,1950,1999,1950,1999
SEWALL MASSET INLET,BC,105PA91,,,53.76,-132.3,3,,,1974,2017,1974,2007
ADDENBROKE ISLAND,BC,1060080,,WCZ,51.6,-127.86,21.3,1994,2001,1978,2019,1978,2007
ALICE ARM,BC,1060330,,,55.68,-129.5,314.2,,,1948,1964,1948,1964
ALICE ARM,BC,1060331,,,55.47,-129.47,1.5,,,1973,1978,1973,1978
ANYOX,BC,1060446,,,55.42,-129.82,112.8,,,1916,1935,1916,1935
BELLA BELLA,BC,1060810,,,52.17,-128.15,12.2,,,1933,1977,1933,1977
BELLA BELLA A,BC,1060811,,,52.19,-128.16,43,2007,2011,2006,2011,2006,2007
BELLA BELLA,BC,1060815,71582,BBC,52.19,-128.16,43,2011,2019,2011,2019,,
BELLA BELLA SHEARWATER,BC,1060820,,,52.15,-128.08,12.2,,,1960,1964,1960,1964
BELLA COOLA,BC,1060840,,,52.37,-126.69,18.3,,,1895,2002,1895,2002
BELLA COOLA A,BC,1060841,71206,YBD,52.39,-126.6,35.7,1983,2013,1983,2017,1983,2007
BELLA COOLA BC HYDRO,BC,1060842,,,52.37,-126.82,13.7,,,1961,1985,1961,1985
BELLA COOLA AIRPORT,BC,1060844,71533,VBD,52.39,-126.59,36.89,2015,2019,2015,2019,,
BELLA COOLA A,BC,1060845,,YBD,52.39,-126.6,35.7,2013,2019,,,,
BELLA COOLA A,BC,1060848,,YBD,52.39,-126.6,35.7,2014,2019,2018,2019,,
BOAT BLUFF,BC,1060901,,WZM,52.64,-128.52,10.7,1994,2001,1974,2019,1974,2007
BONILLA ISLAND,BC,1060902,,WVB,53.49,-130.64,16.2,1994,2001,1960,2019,1960,2007
BONILLA ISLAND (AUT),BC,1060R0K,71484,WWL,53.49,-130.64,12.52,1994,2019,1994,2019,2002,2007
BUTEDALE,BC,1061210,,,53.15,-128.7,15.2,,,1974,1978,1974,1978
CATHEDRAL POINT (AUT),BC,1061458,71482,WME,52.19,-127.47,26.4,1994,2019,1994,2019,2002,2007
CUMSHEWA ISLAND,BC,1062251,71771,WZL,53.03,-131.6,12.57,1994,2019,1992,2019,1993,2007
DAWSONS LANDING,BC,1062295,,,51.58,-127.58,34,,,1973,1988,1973,1988
DRYAD POINT,BC,1062544,,WAU,52.19,-128.11,3.5,1994,2001,1977,2019,1977,2007
EAST CRACROFT ISL,BC,1062593,,,50.6,-126.32,14,,,1985,1995,1985,1995
EGG ISLAND,BC,1062646,,WEM,51.25,-127.84,14,1969,2001,1965,2019,1965,2007
ETHELDA BAY,BC,1062745,,,53.05,-129.68,9.6,1957,1994,1957,1991,1957,1991
FALLS RIVER,BC,1062790,,,53.98,-129.73,18,,,1931,1992,1931,1992
FIRVALE,BC,1062884,,,52.45,-126.3,121.9,,,1991,1991,1991,1991
GENESEE RIVER,BC,1063086,,,51.67,-126.75,13.7,,,1971,1972,1971,1972
GREEN ISLAND,BC,1063298,,WNJ,54.57,-130.71,11.9,1970,2001,1978,2019,1978,2007
GREY ISLET (AUT),BC,1063303,71476,WEK,54.58,-130.7,9.5,1994,2019,1994,2019,2005,2007
HARTLEY BAY,BC,1063339,,,53.42,-129.25,2,,,1973,1998,1973,1998
HERBERT ISLAND (AUT),BC,1063461,71485,WLP,50.94,-127.63,13.5,1994,2019,1994,2019,2005,2007
HOLLAND ROCK,BC,1063496,71219,WHL,54.17,-130.36,5.5,1994,2019,1991,2019,1991,1997
IVORY ISLAND,BC,1063690,,WJG,52.27,-128.41,9.8,1994,2001,1948,2019,1948,2007
KEMANO,BC,1064020,,,53.56,-127.94,66,,,1951,2019,1951,2007
KILDALA,BC,1064138,,,53.83,-128.48,30.5,,,1966,2000,1966,2000
KINGCOME INLET,BC,1064227,,,50.95,-126.2,1.5,,,1974,1985,1974,1985
KITIMAT,BC,1064288,,WKI,54.05,-128.68,12.8,1994,1994,1979,1994,1979,1994
KITIMAT,BC,1064289,,,54,-128.7,16.8,,,1951,1966,1951,1966
KITIMAT MISSION,BC,1064290,,,53.98,-128.65,6.1,,,1902,1948,1902,1948
KITIMAT TOWNSITE,BC,1064320,,,54.05,-128.63,98,,,1954,2019,1954,2007
KITIMAT 2,BC,1064321,,,54.01,-128.71,16.8,,,1966,2019,1966,2007
KITIMAT 3,BC,1064322,,,54.06,-128.64,137,,,1988,2013,1988,2007
KITSAULT MINESITE,BC,1064329,,,55.43,-129.47,620.9,,,1968,1969,1968,1969
KNIGHT INLET,BC,1064375,,,51.1,-125.58,9.1,,,1962,1966,1962,1966
LAKELSE LAKE,BC,1064497,,,54.4,-128.52,76,,,1967,1999,1967,1999
LAWYER ISLAND,BC,1064591,,,54.12,-130.35,6.1,,,1978,1988,1978,1988
LUCY ISLAND LIGHTSTATION,BC,1064728,71220,WLC,54.3,-130.61,2,1994,2019,1991,2019,1991,2000
MCINNES ISLAND,BC,1065010,71897,WMS,52.26,-128.72,25.9,1955,2001,1954,2019,1954,2007
MILL BAY,BC,1065130,,,55,-129.75,3,,,1915,1959,1915,1959
MINSTREL ISLAND,BC,1065170,,,50.62,-126.32,3,,,1974,1985,1974,1985
NAAS HARBOUR,BC,1065275,,,54.93,-129.93,6.1,,,1900,1929,1900,1929
NAMU,BC,1065310,,,51.87,-127.87,2,,,1931,1985,1931,1985
OCEAN FALLS,BC,1065670,,,52.35,-127.68,4.9,,,1924,1986,1924,1986
PACIFIC,BC,1065945,,,54.77,-128.27,121.9,,,1977,1982,1977,1982
POINTER ISLAND,BC,1066202,,,52.07,-127.95,6.7,,,1977,1989,1977,1989
PORT SIMPSON,BC,1066336,,,54.57,-130.43,7.9,,,1886,1910,1886,1910
PREMIER,BC,1066420,,,56.05,-130.02,410,,,1926,1996,1926,1996
PRINCE RUPERT,BC,1066480,,,54.28,-130.38,51.8,1953,1962,1908,1962,1908,1962
PRINCE RUPERT A,BC,1066481,,,54.29,-130.44,35.4,1961,2005,1962,2006,1962,2006
PRINCE RUPERT,BC,1066482,71022,YPR,54.29,-130.44,35.4,2010,2019,2010,2019,,
PRINCE RUPERT AWOS,BC,1066483,71898,VPT,54.29,-130.44,35.4,2004,2012,2005,2012,2005,2007
PRINCE RUPERT FERN PASS,BC,1066484,,,54.32,-130.27,44.2,,,1959,1966,1959,1966
PRINCE RUPERT MONT CIRC,BC,1066488,,,54.32,-130.29,60,,,1959,2019,1959,2004
PRINCE RUPERT R PARK,BC,1066492,,,54.3,-130.33,90.8,,,1959,1997,1959,1997
PRINCE RUPERT SHAWATLANS,BC,1066493,,,54.33,-130.25,11,,,1966,1999,1966,1999
RIVERS INLET,BC,1066787,,,51.67,-127.35,6.1,,,1893,1943,1893,1943
RIVERS INLET GOOD HOPE,BC,1066788,,,51.6,-127.5,3,,,1970,1971,1970,1971
ROSSWOOD,BC,1066885,,,54.78,-128.77,146.3,,,1927,1946,1927,1946
ROY,BC,1066900,,,50.5,-125.53,10.4,,,1931,1955,1931,1955
PHILLIPS ARM,BC,1066JFQ,,,50.55,-125.37,1.5,,,1973,1977,1973,1977
PORT EDWARD,BC,1066K57,,,54.2,-130.23,2,,,1984,1986,1984,1986
SALVUS CAMP,BC,1067005,,,54.3,-129.37,15.2,,,1975,1988,1975,1988
SHAWL BAY,BC,1067225,,,50.85,-126.57,0,,,1974,1978,1974,1978
STEWART,BC,1067740,,,55.95,-129.98,4.6,,,1910,1967,1910,1967
STEWART A,BC,1067741,,ZST,55.93,-129.98,7.3,2015,2019,,,,
STEWART A,BC,1067742,,ZST,55.94,-129.99,7.3,1974,2015,1974,2016,1975,2007
STEWART BCHPA,BC,1067745,,,55.95,-129.98,12.2,,,1967,1976,1967,1976
STEWART A,BC,1067748,,ZST,55.93,-129.98,7.3,2015,2019,2018,2019,,
STUIE TWEEDSMUIR LODGE,BC,1067776,,,52.37,-126.07,162,,,1932,2013,1932,2007
SURF INLET,BC,1067868,,,52.47,-129.03,,,,1916,1926,1916,1926
SWANSON BAY,BC,1067880,,,53.03,-128.5,4.6,,,1917,1942,1917,1942
SWANSON BAY,BC,1067881,,,50.62,-126.88,,,,1907,1913,1907,1913
TERRACE,BC,1068100,,,54.52,-128.58,,,,1912,1953,1912,1953
TERRACE A,BC,1068130,71951,YXT,54.47,-128.58,217.3,1955,2013,1953,2013,1953,2013
TERRACE PCC,BC,1068131,,,54.5,-128.62,67,,,1968,2019,1968,2007
TERRACE SKEENA BRIDGE CS,BC,1068133,,WSX,54.52,-128.57,210,1999,2002,,,,
TERRACE A,BC,1068134,71951,YXT,54.47,-128.58,217.3,2013,2019,2013,2019,,
THOMPSON SOUND,BC,1068159,,,50.8,-126,12.2,,,1974,1976,1974,1976
THURSTON BAY,BC,1068170,,,50.42,-125.42,1.5,,,1923,1938,1923,1938
TOBA INLET,BC,1068201,,,50.52,-124.27,27.4,,,1974,1976,1974,1976
TRIPLE ISLAND,BC,1068250,,WTI,54.29,-130.88,20.7,1953,2001,1989,2019,1989,2007
WANNOCK RIVER,BC,1068677,,,51.68,-127.25,3,,,1974,1987,1974,1987
FORWARD HARBOUR,BC,106C0C5,,,50.48,-125.7,7.6,,,1975,1978,1975,1978
HELMCKEN ISLAND,BC,106CDL0,,WXM,50.4,-125.87,18.9,1994,2000,1994,2000,,
KITIMAT HATCHERY,BC,106D289,,,54.04,-128.68,11,,,1995,2019,1995,2007
TERRACE GOSSAN CREEK,BC,106H130,,,54.58,-128.43,107,,,1983,1986,1983,1986
NANAKWA SHOALS,BC,106NLPJ,46181,WCB,53.83,-128.83,0,1986,1986,,,,
WADHAMS CDF,BC,106Q669,,,51.5,-127.5,6.1,,,1967,1973,1967,1973
AIYANSH,BC,1070150,,,55.23,-129.02,228.6,,,1924,1971,1924,1971
AIYANSH 2SE,BC,1070154,,,55.18,-129.05,213.4,,,1974,1985,1974,1985
BABINE LAKE FISHERIES,BC,1070571,,,55.07,-126.53,713.2,,,1912,1936,1912,1936
BABINE LAKE HALIFAX BAY,BC,1070572,,,55.05,-126.48,711.7,,,1972,1973,1972,1973
BABINE LAKE PINKUT CREEK,BC,1070573,,,54.45,-125.46,713.2,,,1968,2012,1969,2007
BIG OLIVER CREEK,BC,1070873,,,54.83,-128.3,121.9,,,1973,1975,1973,1975
BRUCEJACK LAKE,BC,1071092,,,56.47,-130.17,1372,,,1988,1990,1988,1990
COLLINS LAKE,BC,1071785,,,54.12,-127.17,836.7,,,1958,1958,1958,1958
CRANBERRY RIVER,BC,1072075,,,55.5,-128.23,609.6,,,1973,1974,1973,1974
EQUITY SILVER,BC,1072692,,,54.2,-126.28,1280,,,1981,2019,1981,2007
FORT BABINE,BC,1072902,,,55.32,-126.62,716.3,,,1944,1975,1944,1975
FULTON LAKE,BC,1073040,,,54.8,-126.3,734.6,,,1960,1961,1960,1961
GRANISLE COPPER LTD,BC,1073278,,,54.95,-126.17,705.6,,,1974,1975,1974,1975
HAZELTON TEMLEHAN,BC,1073347,,,55.2,-127.73,121.9,,,1973,1997,1973,1997
HAZELTON 2,BC,1073349,,,55.27,-127.63,295,,,1988,1991,1988,1991
HAZELTON TRIPLE CREEK RANCH,BC,107335J,,,55.27,-127.52,365.8,,,1990,1991,1990,1991
HOUSTON,BC,1073612,,,54.38,-126.72,586.7,,,1970,1974,1970,1974
HOUSTON,BC,1073615,,,54.4,-126.67,610,,,1957,2019,1957,2007
HOUSTON GOOSLY LAKE,BC,1073616,,,54.15,-126.37,952.5,,,1970,1971,1970,1970
HAZELTON,BC,1073L4F,,,55.27,-127.62,320,,,1981,1991,1981,1991
KISPIOX,BC,1074276,,,55.47,-127.77,304.8,,,1976,1980,1976,1980
KITSAULT MILLSITE,BC,1074328,,,55.42,-128.42,533.4,,,1967,1967,1967,1967
KITSAULT MINESITE,BC,1074330,,,55.5,-129,652.3,,,1969,1972,1969,1972
KITSAULT TOWNSITE,BC,1074331,,,55.45,-128.48,38.1,,,1967,1967,1967,1967
KITWANGA,BC,1074336,,,55.12,-128.05,192.9,,,1973,1979,1973,1979
MACLURE LAKE,BC,1074800,,,54.73,-127.07,573,,,1924,1963,1924,1963
